F9-EZ-03-PROGRAMS_EZ_PART_III,Return/ReturnData/IRS990EZ/ProgramServiceAccomplishment/DescriptionProgramServiceAccom
F9-EZ-03-PROGRAMS_EZ_PART_III,Return/ReturnData/IRS990EZ/ProgramServiceAccomplishment/GrantsAndAllocations
F9-EZ-03-PROGRAMS_EZ_PART_III,Return/ReturnData/IRS990EZ/ProgramServiceAccomplishment/IncludesForeignGrants
F9-EZ-03-PROGRAMS_EZ_PART_III,Return/ReturnData/IRS990EZ/ProgramServiceAccomplishment/ProgramServiceExpenses
F9-EZ-03-PROGRAMS_EZ_PART_III,Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp/DescriptionProgramSrvcAccomTxt
F9-EZ-03-PROGRAMS_EZ_PART_III,Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp/ForeignGrantsInd
F9-EZ-03-PROGRAMS_EZ_PART_III,Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp/GrantsAndAllocationsAmt
F9-EZ-03-PROGRAMS_EZ_PART_III,Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp/ProgramServiceExpensesAmt
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/AverageHrsPerWkDevotedToPosRt
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/BusinessName/BusinessNameLine1
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/BusinessName/BusinessNameLine1Txt
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/BusinessName/BusinessNameLine2
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/BusinessName/BusinessNameLine2Txt
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/CompensationAmt
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/EmployeeBenefitProgramAmt
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/ExpenseAccountOtherAllwncAmt
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/PersonNm
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/TitleTxt
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressForeign/AddressLine1
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressForeign/AddressLine2
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressForeign/City
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressForeign/Country
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressForeign/PostalCode
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressForeign/ProvinceOrState
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressUS/AddressLine1
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressUS/AddressLine2
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressUS/City
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressUS/State
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AddressUS/ZIPCode
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AvgHoursPerWkDevotedToPosition
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/BusinessName/BusinessNameLine1
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/BusinessName/BusinessNameLine2
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/Compensation
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/ContriToEmplBenefitPlansEtc
F9-EZ-04-OFFICERS_EZ_PART_IV,Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/ExpenseAccountOtherAllowances
